X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4
0.33500968413893506,1.3664531336692452e-07,0.20591556960441817,0.30000717909141494,0.03500021471980159,0.206047547246123,0.26500386649116087,-2.3315518582747412e-08,0.20623100628295638,0.3000086524025133,-0.034999821119619384,0.20607752020897277
0.33408353343105707,0.02353862488288223,0.20580206296499376,0.299082159951777,0.05853855524793941,0.205903621151399,0.2640804434364893,0.023538186733196305,0.2061414418584819,0.2990883948819328,-0.011461055865613304,0.20600397324072414
0.331317209706985,0.04693227523260399,0.20569167140432118,0.2963119662997309,0.08193147149399721,0.20575995710595257,0.2613157490918563,0.04693184352778096,0.2059643111988889,0.29631333614657285,0.011931620469315417,0.20594462058769167
0.32671806888115007,0.070035541645416,0.20556711625094234,0.29171526684322135,0.10503489718667472,0.20562423410945227,0.25671550194772064,0.07003474024954034,0.2057999784168323,0.291718058627724,0.03503547353767641,0.20580935385126684
0.32032236748850224,0.0927071525656412,0.20544400877836266,0.2853222477411548,0.1277072075163615,0.2055399737910204,0.25032135017560075,0.09270650400866061,0.20568345515878714,0.2853206459741236,0.05770645921851545,0.20568144690460624
0.3121701330123036,0.11480786440492337,0.20535727977890408,0.27717074735904695,0.14980824459796832,0.20548648141952158,0.24216552629938834,0.11480577219095907,0.20560421017200892,0.27716765348498823,0.0798067307248772,0.20555891662824294
0.3023064762918798,0.13619966619005094,0.20529944987127768,0.2673077055789463,0.17120046627958502,0.20547163944995267,0.2323075185295826,0.1362000048957685,0.20556769082994497,0.26730737518515896,0.10120008872453337,0.20547102275835114
0.2907978616376138,0.15675340255639716,0.20524962381400047,0.25579615411025347,0.1917525017599001,0.20544906905000548,0.2207944858446117,0.15675109502799725,0.20556586673722527,0.25579644234636917,0.12175237788714288,0.2054232144599258
0.27770912376454504,0.176338669933388,0.20525325498426658,0.2427119547084572,0.21134098715746785,0.20546370084755525,0.20770947993618116,0.17633885368828978,0.20561111802214482,0.24271107923405372,0.14134007671119778,0.20539438873102325
0.2631272318902773,0.1948394470502266,0.20526127535104083,0.2281267171181095,0.22983916246764283,0.20550474554649698,0.19312721585333537,0.19483926193456907,0.20570300566008276,0.2281239805094474,0.1598364982606753,0.20539723009612731
0.24713804257452582,0.2121384915942586,0.20527670706733386,0.2121417664313318,0.24714240222904976,0.20568967804324287,0.1771363888376717,0.21213652673309724,0.20582136829148667,0.21213407374687693,0.1771342660967804,0.20545705733903724
0.22984029437583173,0.22812900713273454,0.20535469545791651,0.19483979516805527,0.2631287679521406,0.20567619228965947,0.15983727250593785,0.2281252448254439,0.205898484991398,0.19483709999423626,0.19312500380923747,0.2055713207450553
0.21133935454437786,0.24271070852618135,0.2054991862388552,0.17633973538354328,0.2777115983599533,0.20558240995810276,0.14133849924746347,0.2427093393491632,0.20591038967653721,0.17633876906156132,0.20770964670496017,0.20568579256903397
0.19175163192664427,0.2557960073476991,0.205494768499681,0.15675276548284106,0.29079818363353227,0.205528646397279,0.12175143484630199,0.2557953485788624,0.20588883300416097,0.15675301333639313,0.2207977918827317,0.20576709612464694
0.1712013927246488,0.26731059389193773,0.2054651257171594,0.13620019232234978,0.30230883424959637,0.2054811686942436,0.10120046687233863,0.267308839335935,0.20586576779031007,0.13619960218656232,0.23230697735134123,0.2057933062808216
0.1498070457919039,0.27716927241420547,0.2054416144455755,0.11480659322854604,0.31216883591901573,0.20543848924325048,0.07980825559288558,0.27717207459788706,0.20583033016988905,0.11480663891295,0.24216775990266073,0.20579594944791746
0.12770654261485054,0.28532199514011847,0.2054325310146887,0.09270729114253175,0.3203251711443111,0.20539984198184852,0.05770696916754355,0.28532320864243466,0.20576887782687184,0.09270641879254714,0.25032116290591366,0.20579714245398892
0.10503469616916494,0.2917161303866315,0.2054317842388769,0.07003490281756423,0.32671827220052585,0.2053274213771547,0.03503575461236932,0.2917205608775806,0.20571277635882862,0.07003481227603656,0.2567160555960669,0.20579600105751156
0.0819310063438376,0.29631216876535316,0.20539461275368295,0.04693133885595765,0.3313151844732018,0.2052589162010584,0.011930909195395127,0.29631136862625956,0.20561509523826665,0.046931112996354586,0.26131146115988735,0.2057877156167811
0.058538040478541345,0.29908216310064273,0.20540026679985446,0.023537911350418005,0.33408369437152785,0.2051838611412709,-0.011462142480495228,0.29908030431883187,0.20552349624070718,0.02353817782194011,0.26408271138627465,0.20574941512301473
0.03499971880028916,0.3000059279778332,0.205361823517567,-5.493850995597978e-07,0.3350068246338195,0.20509002119688363,-0.0350002943894183,0.30000301249834366,0.20541116706138277,-3.643719537551508e-08,0.2650049375420611,0.20570628636034885
0.38500699847182707,-1.7452645014200228e-06,0.20602495010831656,0.35000503971843694,0.034999620741980916,0.2060962061261355,0.315003147543856,4.1844676546450557e-07,0.20626466040515437,0.3500066340429135,-0.03500040014580824,0.2061940179786708
0.38392837498213167,0.027460204747334807,0.20591195194983777,0.34892620417324444,0.06246085159671213,0.20597011325812095,0.31392505321534675,0.0274612343761893,0.20617470779542751,0.34892670993140945,-0.007539045160087254,0.2061037653807041
0.3806984550225887,0.05475230126971712,0.2059294546441856,0.3456969018230323,0.08975276835128547,0.20585035366759202,0.310692305785501,0.05475249806757843,0.20601566909214214,0.3456961101018267,0.019752726638948684,0.20600349953736838
0.37533212559357254,0.08170549328248196,0.2056875194922001,0.3403331230702992,0.11670638706051394,0.20576921599181233,0.30533256764773986,0.08170667676385354,0.2058873182116557,0.34033557178084983,0.04670718686392045,0.2058776322620184
0.3678745102280664,0.10815653104979354,0.20561627954795272,0.3328732184272219,0.14315674217563668,0.2057029885421232,0.29787060695561784,0.10815627065345715,0.205776803025722,0.33287098438148655,0.0731562195285857,0.20576657032148335
0.35836362170023417,0.13394064446610565,0.20556008298151426,0.3233634193496497,0.16894119834630988,0.20567950787309663,0.2883576346826061,0.13393935587648342,0.20571385003893902,0.3233597883441024,0.0989399349739291,0.20567721419726348
0.34685805877003506,0.15889868605144547,0.20555100455641875,0.3118566760783341,0.1938986571639871,0.20569400233526175,0.2768529636145239,0.15889723099456984,0.20569807379283933,0.3118544893255307,0.12389782443269798,0.2056077158228158
0.3334291380505664,0.1828765512558184,0.20555437861765677,0.2984300944068602,0.21787778569666016,0.20574312776589113,0.2634269117459053,0.18287637819482871,0.20569310047404907,0.29842528959610787,0.14787527860964786,0.20557542031551165
